location,fault_severity,proba_0,proba_1,proba_2
location 943,1,0.3168497690135072,0.6546263887107636,0.028523842275728916
location 821,2,0.2639336361073432,0.3155611639681467,0.4205051999245102
location 795,0,0.8577152979352247,0.1159220842630049,0.026362617801770745
location 733,1,0.2866284056893103,0.6840179425901649,0.029353651720524645
location 249,0,0.7663155379405069,0.2249546258045914,0.008729836254901547
location 704,1,0.2994177297756027,0.3507601787710945,0.3498220914533028
location 821,1,0.14817034788069078,0.5587871733561649,0.2930424787631445
location 802,0,0.5188971967437433,0.4608827309250692,0.020220072331187295
location 957,1,0.22671994457999173,0.7128581523920261,0.060421903027981956
location 408,1,0.43615827096758897,0.5525964412955253,0.011245287736885743
location 723,1,0.42711159469066656,0.526082359278083,0.04680604603125048
location 255,0,0.8876362637553283,0.10556852781173776,0.006795208432933824
location 655,2,0.2539199302706189,0.13518812869777758,0.6108919410316035
location 888,0,0.7969261387322293,0.19156458959410186,0.011509271673668858
location 704,1,0.20116380463871367,0.5173122167924628,0.2815239785688236
location 989,0,0.7734162766039039,0.19781117246206426,0.028772550934031957
location 1015,1,0.32260098495701645,0.6457344512631503,0.03166456377983318
location 1019,0,0.5013974011956018,0.1278784836372026,0.37072411516719567
location 692,1,0.2863605688621113,0.6867357655058139,0.026903665632074747
location 653,2,0.21669065872568055,0.35430455403867744,0.4290047872356421
location 945,0,0.5275039019388366,0.41485223157722334,0.05764386648394005
location 651,0,0.6122529954702276,0.25174738134484714,0.1359996231849253
location 1106,0,0.60619467692669,0.3553258994021612,0.038479423671148844
location 763,0,0.5587544309195605,0.3918861824896242,0.0493593865908156
location 416,0,0.9232480115789259,0.07073144528161898,0.006020543139455056
location 830,0,0.7161250556095091,0.19518496880625236,0.08868997558423872
location 704,1,0.2549634928074903,0.400689012200621,0.3443474949918885
location 1024,1,0.4633761882699418,0.48628688254802754,0.05033692918203061
location 497,0,0.8809393630648764,0.1120470761738549,0.0070135607612684375
location 890,0,0.9306954224173107,0.058078321584480924,0.01122625599820839
location 849,0,0.9225907571078358,0.062328857266852646,0.01508038562531137
location 208,0,0.5148530248125859,0.4732533859206239,0.011893589266790235
location 255,0,0.7881552020387474,0.20266234255127452,0.00918245540997812
location 139,1,0.4800716190090117,0.5085622948230355,0.011366086167952835
location 914,1,0.46436050887202357,0.5187863948364912,0.01685309629148521
location 326,0,0.6788037327785472,0.30708372089023944,0.014112546331213444
location 937,0,0.4711126867823455,0.39705638993515097,0.13183092328250348
location 1086,0,0.9100595834923406,0.07262681183098757,0.01731360467667171
location 506,0,0.9751818764048696,0.020365719211609304,0.004452404383521253
location 149,0,0.9326256747512535,0.06174110460787538,0.00563322064087132
location 846,0,0.9011583764168902,0.08074130725363445,0.018100316329475355
location 865,0,0.6019963358537515,0.3596302568348492,0.038373407311399294
location 925,0,0.6734692458124357,0.27062388229024764,0.05590687189731666
location 798,1,0.20835953728279083,0.5268634235456261,0.26477703917158285
location 243,0,0.9721522096456551,0.02311264793676117,0.004735142417583719
location 193,0,0.7873100298716028,0.203601442458929,0.009088527669468112
location 723,0,0.6741262768943,0.28918069117335726,0.036693031932342766
location 471,0,0.9616425346054439,0.03394540787577432,0.004412057518781565
location 1107,2,0.2221384723432162,0.21392288394335338,0.5639386437134304
location 375,0,0.9109475047212684,0.0821309582955345,0.0069215369831969005
location 91,0,0.9707393910232799,0.023776356282801992,0.005484252693918003
location 1047,0,0.864371491680721,0.11776513211367114,0.017863376205607896
location 798,2,0.17328470832238677,0.1350317079136037,0.6916835837640095
location 490,0,0.6568423358471297,0.3333041977595218,0.009853466393348444
location 1051,1,0.3373602218060923,0.47615869077164497,0.18648108742226266
location 763,0,0.9164345987108948,0.06602163239005095,0.01754376889905417
location 896,0,0.7495901331595082,0.12815337100995164,0.12225649583054025
location 1011,0,0.5551176324672012,0.42676130678033797,0.01812106075246086
location 834,1,0.20754562452093128,0.6252808793339778,0.16717349614509092
location 118,0,0.9518773918638497,0.04327055888143559,0.004852049254714844
location 97,0,0.9202768261743723,0.07371986090653493,0.006003312919092648
location 1019,0,0.3442637742327745,0.3204480252262275,0.33528820054099817
location 226,0,0.9302554180921092,0.06410533359975316,0.005639248308137625
location 962,1,0.2212115317439816,0.4632839437522362,0.3155045245037823
location 885,0,0.6525259296460669,0.30277648697575343,0.04469758337817971
location 821,1,0.3152206138582141,0.46641147623397217,0.21836790990781393
location 812,0,0.8349747017257473,0.09752179875723996,0.06750349951701275
location 816,2,0.19786348158108336,0.07691816484522246,0.725218353573694
location 638,0,0.7295808819996378,0.17006485129674115,0.10035426670362092
location 945,0,0.9071792312459346,0.07603187392273532,0.016788894831330264
location 468,0,0.9488012718281638,0.04590229771703184,0.005296430454804713
location 380,0,0.8877939732608775,0.10542013357907326,0.0067858931600493656
location 1109,1,0.3444055743633725,0.6210624849386984,0.0345319406979291
location 1122,0,0.775567316799659,0.21175349526176668,0.012679187938574282
location 1098,0,0.6517603028814912,0.2086440369267691,0.13959566019173963
location 376,0,0.889218345863754,0.10315476001197528,0.007626894124270784
location 1,2,0.23496214453814304,0.3268605730499789,0.438177282411878
location 303,0,0.9346299986015687,0.05992320667376127,0.0054467947246701785
location 126,0,0.9641458922558014,0.030761295663028664,0.0050928120811698264
location 520,0,0.950184073038094,0.044559858950683706,0.005256068011222315
location 734,2,0.28810315910263573,0.16683103061286814,0.5450658102844961
location 507,0,0.931658974917807,0.06207684216672369,0.006264182915469177
location 709,0,0.9185147099218922,0.07032629955234075,0.011158990525767009
location 466,0,0.7894754930879235,0.20151262634589645,0.009011880566179973
location 466,0,0.9269274777078514,0.06730651268645933,0.0057660096056893
location 12,0,0.6372887640699968,0.3383518370732165,0.024359398856786722
location 1102,0,0.8628832062741089,0.1191854915250597,0.017931302200831244
location 998,0,0.8279116061579576,0.15097694024478936,0.021111453597252985
location 727,1,0.42142814845510157,0.5314142448172341,0.047157606727664184
location 76,0,0.6640129855468138,0.3073365443014654,0.02865047015172092
location 734,2,0.2733139295923796,0.35998735866584247,0.3666987117417779
location 830,0,0.6166393605205216,0.3221369199744815,0.06122371950499686
location 798,0,0.5731768209425676,0.22495451359328117,0.20186866546415116
location 309,0,0.8767267097394559,0.11615213880422946,0.0071211514563145235
location 737,0,0.8485899906262019,0.1320706032415955,0.019339406132202572
location 1111,1,0.32771069293171845,0.5447174092082334,0.12757189786004805
location 314,0,0.7454143277682852,0.2449296430884091,0.00965602914330563
location 1023,1,0.22458612264690223,0.7643008462185513,0.01111303113454658
location 658,0,0.674281680340357,0.2892473547607025,0.03647096489894062
location 477,0,0.9694290516900186,0.025050074066232688,0.005520874243748689
location 990,1,0.443449517727795,0.5240879808014189,0.03246250147078612
location 445,0,0.9488075615932041,0.045902602011172244,0.005289836395623833
location 618,0,0.8281891584418457,0.155922374931657,0.01588846662649724
location 758,0,0.5975924023519777,0.363535783358863,0.03887181428915933
location 488,0,0.9601111895288355,0.03528015915080148,0.0046086513203633505
location 643,1,0.2972300005290305,0.6670907888715341,0.03567921059943544
location 834,2,0.3205724986577188,0.23933551844095982,0.4400919829013213
location 607,0,0.6408570493384734,0.2894412797017385,0.06970167095978796
location 141,0,0.9304668396652405,0.0639093571346049,0.005623803200154564
location 497,0,0.9696013133043873,0.025492462186638608,0.004906224508973936
location 332,1,0.4519210885304623,0.5373137633373175,0.010765148132220166
location 821,0,0.6377681587347352,0.30163933411238725,0.06059250715287756
location 794,0,0.845726112558142,0.11601272407726834,0.0382611633645896
location 814,0,0.9249186132682964,0.05768172605150384,0.01739966068019945
location 794,1,0.47085649669377416,0.5124066684368734,0.016736834869352405
location 921,1,0.15315554178332894,0.6777247673619043,0.1691196908547665
location 742,0,0.5637659113178392,0.4185082687879524,0.01772581989420853
location 897,0,0.8669389222704955,0.12333881430210952,0.009722263427394986
location 466,0,0.8247347010670935,0.1673003956622801,0.007964903270626331
location 1107,0,0.8080271789942939,0.13060999720624117,0.06136282379946499
location 744,2,0.1662900562191102,0.19169473683855864,0.6420152069423313
location 122,0,0.9577869445573803,0.03735154680001206,0.004861508642607532
location 240,0,0.6607891023428742,0.3303560617507411,0.0088548359063847
location 691,0,0.757118573450441,0.19931311804736496,0.04356830850219402
location 809,0,0.8944596475136808,0.08654435580171921,0.01899599668459992
location 549,1,0.29137998142639154,0.6778922031877045,0.030727815385904033
location 810,1,0.25646733196052146,0.42633698036637985,0.31719568767309847
location 1089,1,0.13241572982488226,0.6862596901184519,0.18132458005666574
location 266,0,0.9337066707896287,0.06084950669725685,0.005443822513114616
location 1010,0,0.7895633215520265,0.19421410822511798,0.016222570222855625
location 1094,0,0.5861074555407154,0.37865501976634414,0.035237524692940406
location 345,0,0.7316190739622302,0.25276596643553517,0.015614959602234612
location 501,0,0.922003598053029,0.07172239427511104,0.006274007671859742
location 939,0,0.7466965618752999,0.22370754687151267,0.02959589125318733
location 957,0,0.6922492822897965,0.2804317922614396,0.027318925448764006
location 373,0,0.9691565777778934,0.02590677233066385,0.004936649891442475
location 684,1,0.22903253098037685,0.47867504920699994,0.292292419812623
location 1094,0,0.5871646627349123,0.370858553953251,0.04197678331183665
location 821,0,0.3665705240520296,0.336313729727138,0.29711574622083226
location 823,0,0.8535921021942607,0.12673786450133814,0.019670033304401105
location 244,0,0.969184397029038,0.0258989627951776,0.004916640175784331
location 857,1,0.2463078951106887,0.5861050302744052,0.16758707461490596
location 846,1,0.26884604857019745,0.38303788202746025,0.34811606940234224
location 1065,0,0.8067334847377128,0.1819095947294124,0.011356920532874702
location 1008,0,0.9222981064819893,0.059465315882841326,0.01823657763516956
location 1099,0,0.9050574986584217,0.07776983953923364,0.017172661802344426
location 1099,0,0.8237266771630445,0.13176470199903476,0.04450862083792083
location 300,0,0.9257530449724024,0.06753238899582378,0.006714566031773987
location 793,0,0.9505234129589879,0.031023745432423255,0.01845284160858852
location 906,0,0.460810606925325,0.40906034217652515,0.13012905089814988
location 404,1,0.2866882549376999,0.7046215087036021,0.008690236358697657
location 1117,0,0.6807683827687911,0.29098045367127556,0.028251163559933155
location 461,0,0.8809393630648764,0.1120470761738549,0.0070135607612684375
location 95,0,0.936625639096214,0.0575775384385183,0.005796822465267892
location 1056,1,0.1985561473466423,0.7768007660125252,0.024643086640832285
location 995,2,0.1434372802457975,0.277048997290928,0.5795137224632745
location 893,0,0.6663725702532357,0.20200155079258425,0.1316258789541802
location 500,0,0.932973395049694,0.06083742416797204,0.006189180782333989
location 122,0,0.9614194428987183,0.034132735423802914,0.004447821677478855
location 613,1,0.1668605384421622,0.4477336537750196,0.385405807782818
location 846,2,0.28734167082499923,0.28128146035577406,0.4313768688192268
location 653,1,0.2600395959870585,0.46980431474395484,0.2701560892689867
location 100,0,0.6809950682352054,0.3097764853502775,0.009228446414517161
location 311,0,0.7156020226467679,0.2744106427385383,0.009987334614693836
location 126,0,0.930136874235897,0.06386789114233207,0.005995234621771002
location 1107,0,0.8245655698769621,0.10028786873000449,0.07514656139303341
location 477,0,0.8240384475665982,0.14925330893788036,0.026708243495521422
location 507,0,0.9668769827489028,0.027953316284128046,0.005169700966969022
location 390,0,0.750077027624592,0.24059901209428994,0.009323960281118144
location 756,0,0.6757458616732164,0.2855385685148612,0.03871556981192259
location 90,0,0.5800546485713781,0.40851409448878717,0.011431256939834732
location 684,2,0.30289528950447936,0.1329553105724049,0.5641493999231157
location 479,0,0.9484721134469093,0.04593170275354969,0.005596183799541137
location 734,0,0.3460434373469264,0.3439736560612279,0.30998290659184585
location 1106,0,0.5676665775401251,0.3743765273353499,0.05795689512452505
location 124,0,0.9411301550665725,0.0538276119810889,0.00504223295233863
location 1025,1,0.46305482217694666,0.501487765239317,0.035457412583736254
location 473,0,0.9367714727138894,0.05710149866579608,0.00612702862031466
location 314,0,0.7383389090972806,0.2523097248388918,0.009351366063827568
location 1107,1,0.2774698678527744,0.5145271414365908,0.20800299071063497
location 249,1,0.2517741588731398,0.733272800515359,0.01495304061150082
location 613,1,0.08497456674373087,0.741539131030911,0.1734863022253581
location 161,0,0.6469621672379916,0.34395611135716264,0.00908172140484564
location 1029,0,0.68000253487268,0.290538871646376,0.029458593480943793
location 711,0,0.7582014946394713,0.22202219202066673,0.019776313339861937
location 375,0,0.9450778966577179,0.04913178136855372,0.0057903219737282866
location 97,0,0.7764569803489694,0.2118285056390772,0.011714514011953423
location 244,0,0.9635947818940661,0.03150126869579672,0.004903949410137022
location 1054,0,0.9185147099218922,0.07032629955234075,0.011158990525767009
location 974,0,0.5649900668436731,0.3736065805761822,0.0614033525801445
location 810,1,0.20462702694130874,0.5136141180773414,0.28175885498134995
location 734,0,0.8017792121089434,0.16825666426408875,0.029964123626967744
location 1115,0,0.8166566416399899,0.17046493918637842,0.012878419173631856
location 867,2,0.05414396190294247,0.0823613723029952,0.8634946657940624
location 326,0,0.7336264655493452,0.2552113765141775,0.011162157936477396
location 931,2,0.14485262521205944,0.09588502015939777,0.7592623546285426
location 686,0,0.5048863571392641,0.47278387268401273,0.022329770176723128
location 242,0,0.9721811591673551,0.023083137609404614,0.004735703223240173
location 899,0,0.49571382631418853,0.42878085682715905,0.07550531685865246
location 202,0,0.8625237954564056,0.12957196418044686,0.007904240363147587
location 923,0,0.7521780159766046,0.2169569153001837,0.03086506872321172
location 894,0,0.6799373743644652,0.1922166105846813,0.12784601505085344
location 771,2,0.3360216197543315,0.24342367543663132,0.42055470480903717
location 95,0,0.5591770175425461,0.4312764513382255,0.009546531119228463
location 485,0,0.9479103142048907,0.04676647225602518,0.005323213539084368
location 974,0,0.6705092867743836,0.2921528826248501,0.03733783060076638
location 919,0,0.5351603430709059,0.40786718599307886,0.05697247093601535
location 1009,0,0.9182650560294294,0.07054176463087128,0.011193179339699497
location 814,0,0.9199011177667814,0.06708338966355482,0.013015492569663641
location 973,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 120,0,0.5580710218213137,0.43063996088186557,0.011289017296820646
location 504,0,0.8605599939628255,0.11541469381964264,0.024025312217531982
location 500,0,0.6835185138602128,0.30664800822077815,0.009833477919008958
location 1058,0,0.8598897445147998,0.12097174054323,0.01913851494197011
location 497,0,0.9655673282882925,0.02913080271625061,0.0053018689954567565
location 471,0,0.961950226216074,0.033669859597628075,0.004379914186297718
location 1084,1,0.2805839449535824,0.6909044434930134,0.02851161155340418
location 846,0,0.8988213350141334,0.08356392838257809,0.017614736603288318
location 234,0,0.5174217700681875,0.4670349566765442,0.015543273255268351
location 418,0,0.9207652172231806,0.07304519541608503,0.006189587360734321
location 875,0,0.6719726009523097,0.2841472783327128,0.04388012071497758
location 821,1,0.4082887202784301,0.42086807095709156,0.17084320876447842
location 490,0,0.9647663354227353,0.030504103763624182,0.004729560813640312
location 107,0,0.8264136137696315,0.1654004476801612,0.008185938550207262
location 126,0,0.9640744645972205,0.030840119774047256,0.005085415628732466
location 122,0,0.9612436205745194,0.03430937115608352,0.004447008269396946
location 1,1,0.18569052080758003,0.6469059999478453,0.1674034792445746
location 618,1,0.34571583970081565,0.6205596412669934,0.03372451903219111
location 95,0,0.812644776132889,0.17993092209849848,0.007424301768612193
location 491,0,0.9357441517567394,0.05849260143974558,0.005763246803514797
location 500,0,0.9597274312550833,0.03549682881034805,0.0047757399345683595
location 921,2,0.15620692181522847,0.3230021361038207,0.5207909420809509
location 878,0,0.8607213225556825,0.11919050132348605,0.02008817612083159
location 444,0,0.7562444695676915,0.2341373363986684,0.009618194033639971
location 963,0,0.9489518321968959,0.028108217167475826,0.02293995063562844
location 240,0,0.8531487505702486,0.13889877018585978,0.007952479243891539
location 599,0,0.9151217297624773,0.06663094026564621,0.018247329971876725
location 303,1,0.3893067858845271,0.5979371745701011,0.012756039545371894
location 684,2,0.2124862225277344,0.17663203387801654,0.6108817435942491
location 155,0,0.6553392738554367,0.3348298075834936,0.009830918561069686
location 717,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 1010,0,0.8035664099645747,0.17871345919326057,0.017720130842164762
location 878,0,0.5841470716283386,0.3978647045684996,0.017988223803161972
location 991,1,0.3594047286782499,0.5900362661220263,0.050559005199723575
location 253,0,0.8247347010670935,0.1673003956622801,0.007964903270626331
location 1058,0,0.8301904741570397,0.15060496725065864,0.01920455859230176
location 1042,0,0.4035031498483398,0.2953067911662772,0.3011900589853828
location 35,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 648,1,0.1712464124879379,0.8071687144541321,0.021584873057930137
location 465,0,0.7905712179346479,0.1987297514459877,0.010699030619364306
location 499,0,0.9748026372448859,0.020720888639245427,0.0044764741158686006
location 597,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 836,0,0.918254338230468,0.07055101468250101,0.011194647087030956
